age	marital	education	housing.loan	personal.loan	contact	day.of.week	duration.contact	number.contatcs.campaign	poutcome	term.deposit
53	married	high.school	1	0	cellular	tue	118	7	nonexistent	0
26	single	basic	1	0	telephone	tue	112	3	nonexistent	0
38	single	university.degree	0	0	cellular	tue	103	1	nonexistent	0
41	married	high.school	1	0	telephone	mon	679	2	nonexistent	1
39	divorced	high.school	0	0	cellular	tue	261	1	success	1
48	divorced	high.school	0	0	telephone	mon	352	2	nonexistent	0
32	married	basic	1	0	telephone	fri	16	6	nonexistent	0
35	married	basic	0	0	telephone	wed	39	1	nonexistent	0
51	married	basic	1	0	cellular	tue	107	1	nonexistent	0
35	single	university.degree	1	0	cellular	mon	8	5	nonexistent	0
60	married	basic	1	0	cellular	mon	18	4	nonexistent	0
28	single	university.degree	0	1	cellular	fri	94	2	nonexistent	0
52	married	high.school	1	1	cellular	tue	167	1	failure	1
35	married	basic	0	0	telephone	tue	497	2	nonexistent	0
27	single	university.degree	0	0	cellular	tue	134	1	success	0
34	married	high.school	0	0	cellular	thu	481	1	nonexistent	0
36	married	basic	0	1	cellular	wed	217	1	nonexistent	0
28	married	basic	0	0	telephone	thu	140	1	nonexistent	0
32	married	university.degree	1	1	telephone	mon	175	1	nonexistent	0
49	divorced	basic	0	0	cellular	mon	1065	3	nonexistent	1
55	married	basic	1	1	cellular	thu	430	2	nonexistent	0
50	married	high.school	1	0	cellular	mon	229	1	failure	1
37	single	university.degree	0	0	cellular	wed	51	4	nonexistent	0
58	married	basic	1	0	cellular	thu	154	1	failure	1
32	married	university.degree	0	0	cellular	mon	95	5	nonexistent	0
35	single	basic	1	1	telephone	mon	145	1	nonexistent	0
35	single	professional.course	1	0	cellular	mon	213	4	nonexistent	0
26	single	high.school	0	0	cellular	thu	136	3	nonexistent	0
47	married	professional.course	1	0	cellular	tue	225	4	failure	0
29	single	basic	0	0	cellular	wed	68	1	nonexistent	0
37	single	basic	1	0	cellular	tue	222	1	success	0
32	single	high.school	0	0	telephone	wed	239	11	nonexistent	0
46	married	high.school	1	0	cellular	mon	181	2	nonexistent	0
36	married	high.school	0	1	telephone	wed	166	5	nonexistent	0
35	married	university.degree	0	0	cellular	thu	121	4	nonexistent	1
31	married	university.degree	1	0	cellular	tue	242	2	nonexistent	0
29	single	university.degree	0	0	cellular	mon	716	2	nonexistent	1
46	married	basic	0	0	cellular	fri	550	2	nonexistent	0
85	divorced	basic	1	0	telephone	fri	181	2	nonexistent	0
29	single	basic	0	0	cellular	thu	20	1	nonexistent	0
31	single	university.degree	1	0	cellular	thu	165	2	nonexistent	0
34	married	basic	1	0	cellular	thu	54	1	nonexistent	0
29	single	professional.course	1	1	cellular	fri	215	1	nonexistent	0
46	single	university.degree	1	1	cellular	tue	62	7	nonexistent	0
29	divorced	high.school	0	0	cellular	fri	760	1	nonexistent	1
54	single	basic	0	0	telephone	thu	253	3	nonexistent	0
26	single	university.degree	1	0	cellular	mon	112	5	nonexistent	0
27	married	professional.course	1	0	cellular	thu	143	1	nonexistent	0
57	married	basic	1	0	cellular	fri	10	5	failure	0
32	single	university.degree	1	0	cellular	wed	158	5	nonexistent	0
35	married	high.school	1	0	telephone	tue	87	1	nonexistent	0
59	married	basic	0	0	cellular	mon	551	4	nonexistent	0
29	married	basic	1	0	cellular	thu	193	1	nonexistent	0
37	married	high.school	0	1	telephone	thu	155	1	nonexistent	0
40	married	high.school	0	0	telephone	tue	675	5	nonexistent	0
55	married	professional.course	1	1	cellular	tue	482	1	nonexistent	0
33	single	university.degree	1	0	cellular	wed	46	3	nonexistent	0
36	single	high.school	0	0	cellular	fri	193	3	nonexistent	0
59	married	high.school	0	0	telephone	mon	204	4	nonexistent	0
34	single	basic	0	0	cellular	thu	484	3	nonexistent	0
30	married	professional.course	0	0	cellular	tue	34	2	failure	0
29	married	high.school	0	0	cellular	thu	48	7	nonexistent	0
34	single	basic	0	0	cellular	mon	281	2	failure	0
47	single	basic	1	0	telephone	wed	162	1	nonexistent	0
41	married	basic	1	0	telephone	fri	89	2	nonexistent	0
30	single	university.degree	1	0	cellular	wed	107	1	nonexistent	0
33	married	high.school	1	0	cellular	tue	68	1	nonexistent	0
59	married	basic	1	1	cellular	thu	265	1	nonexistent	0
29	married	basic	1	0	telephone	wed	94	3	nonexistent	0
36	married	high.school	0	0	telephone	tue	369	1	nonexistent	0
55	married	basic	0	0	telephone	mon	362	1	nonexistent	0
39	married	professional.course	1	0	cellular	thu	997	2	nonexistent	0
48	married	basic	0	0	cellular	wed	69	6	nonexistent	0
56	married	university.degree	1	0	cellular	fri	177	5	nonexistent	0
50	married	basic	0	0	cellular	thu	287	1	nonexistent	0
42	married	basic	1	0	telephone	mon	454	3	nonexistent	0
43	married	university.degree	0	0	telephone	mon	114	1	nonexistent	0
32	married	university.degree	1	1	cellular	thu	51	1	nonexistent	0
28	single	basic	0	0	cellular	mon	218	1	nonexistent	0
26	married	professional.course	1	0	cellular	thu	649	2	nonexistent	0
24	single	high.school	1	0	cellular	thu	470	1	nonexistent	0
30	married	high.school	1	0	cellular	thu	175	1	nonexistent	0
29	single	basic	1	0	cellular	fri	13	9	failure	0
56	married	university.degree	0	0	cellular	tue	442	2	nonexistent	0
36	single	basic	1	1	telephone	thu	762	3	nonexistent	1
33	married	high.school	1	0	cellular	tue	88	4	nonexistent	0
50	married	basic	0	0	telephone	mon	287	1	nonexistent	0
41	married	basic	0	0	telephone	tue	335	1	nonexistent	0
38	single	university.degree	0	0	telephone	tue	189	1	nonexistent	0
34	single	high.school	1	1	cellular	wed	201	2	success	0
34	married	basic	0	0	cellular	tue	192	3	nonexistent	0
31	married	university.degree	0	0	cellular	tue	201	2	nonexistent	0
43	married	professional.course	1	0	telephone	tue	225	1	nonexistent	0
59	married	basic	1	0	cellular	thu	458	9	nonexistent	1
56	married	professional.course	0	0	cellular	fri	1551	1	failure	0
32	married	basic	1	0	telephone	tue	258	1	nonexistent	0
36	married	basic	1	0	cellular	thu	159	3	nonexistent	0
42	married	basic	0	0	telephone	wed	92	5	nonexistent	0
29	married	university.degree	1	0	cellular	mon	209	2	nonexistent	0
33	married	high.school	0	0	cellular	thu	117	6	nonexistent	0
31	divorced	high.school	1	0	telephone	tue	168	1	nonexistent	0
34	married	high.school	1	0	cellular	wed	228	3	nonexistent	0
33	married	basic	1	0	telephone	fri	78	7	nonexistent	0
23	single	basic	0	1	cellular	thu	9	6	nonexistent	0
26	single	high.school	1	1	telephone	fri	11	3	nonexistent	0
55	married	university.degree	0	0	cellular	mon	106	6	nonexistent	0
47	divorced	basic	1	0	telephone	fri	60	6	nonexistent	0
36	married	professional.course	1	0	telephone	fri	324	5	nonexistent	0
33	married	basic	1	1	telephone	thu	369	2	nonexistent	0
60	married	basic	1	0	telephone	fri	557	2	nonexistent	0
49	married	university.degree	1	0	telephone	fri	142	2	nonexistent	0
47	divorced	high.school	0	0	cellular	mon	480	1	nonexistent	0
30	single	basic	0	0	telephone	wed	207	1	nonexistent	0
27	single	basic	0	1	telephone	thu	869	2	nonexistent	0
36	single	high.school	0	0	cellular	tue	259	1	nonexistent	0
46	divorced	high.school	0	0	cellular	mon	222	3	nonexistent	0
30	divorced	basic	0	1	cellular	thu	149	1	failure	0
88	divorced	basic	1	1	cellular	wed	82	2	nonexistent	0
45	divorced	high.school	0	0	telephone	mon	166	12	nonexistent	0
30	married	university.degree	1	1	cellular	thu	82	6	nonexistent	0
43	single	basic	1	0	telephone	fri	461	2	nonexistent	0
48	married	basic	1	1	telephone	mon	27	17	nonexistent	0
56	divorced	university.degree	1	0	telephone	fri	98	1	nonexistent	0
42	single	high.school	1	0	telephone	wed	617	1	nonexistent	0
30	single	university.degree	1	1	cellular	wed	63	1	nonexistent	0
56	divorced	basic	1	0	telephone	tue	77	5	nonexistent	0
39	single	high.school	0	0	telephone	thu	206	1	nonexistent	0
49	married	high.school	1	0	telephone	mon	96	1	nonexistent	0
30	married	university.degree	1	0	cellular	fri	129	2	failure	0
39	married	university.degree	0	0	telephone	tue	979	9	nonexistent	0
32	single	university.degree	1	0	telephone	thu	119	2	nonexistent	0
59	divorced	high.school	0	1	cellular	mon	630	3	nonexistent	1
49	married	professional.course	1	0	cellular	fri	354	1	nonexistent	0
39	married	high.school	1	0	cellular	tue	451	4	success	0
51	married	basic	1	0	telephone	fri	250	3	nonexistent	0
31	married	basic	0	1	telephone	fri	241	1	nonexistent	0
59	divorced	basic	1	0	cellular	wed	142	1	nonexistent	0
46	divorced	university.degree	1	0	telephone	tue	304	2	nonexistent	0
36	married	basic	0	0	telephone	tue	296	1	nonexistent	0
28	single	university.degree	0	0	telephone	thu	651	5	nonexistent	1
31	married	university.degree	1	0	telephone	thu	102	4	nonexistent	0
26	single	high.school	1	0	telephone	tue	188	1	nonexistent	0
36	single	basic	1	0	cellular	mon	221	8	nonexistent	0
50	married	university.degree	1	0	cellular	thu	57	3	nonexistent	0
41	married	basic	1	0	cellular	mon	263	1	nonexistent	0
50	married	professional.course	0	0	cellular	thu	73	7	nonexistent	0
32	single	high.school	0	1	cellular	wed	204	3	nonexistent	0
56	married	university.degree	0	0	cellular	mon	83	3	failure	0
42	married	high.school	1	0	cellular	tue	111	1	nonexistent	0
38	married	professional.course	0	0	telephone	mon	407	2	nonexistent	0
36	single	university.degree	0	0	telephone	mon	12	5	nonexistent	0
45	married	basic	1	0	telephone	mon	134	8	nonexistent	0
55	married	university.degree	0	0	telephone	tue	126	1	nonexistent	0
38	single	university.degree	0	0	telephone	thu	238	1	nonexistent	0
71	married	basic	1	1	cellular	tue	120	1	success	0
22	single	basic	0	0	telephone	wed	91	1	nonexistent	0
30	single	university.degree	0	0	cellular	fri	331	2	nonexistent	1
78	married	high.school	1	0	cellular	mon	754	2	failure	0
30	divorced	university.degree	1	0	cellular	wed	589	1	nonexistent	0
51	married	basic	1	0	cellular	wed	89	2	nonexistent	0
34	married	high.school	0	0	telephone	fri	9	14	nonexistent	0
49	married	university.degree	1	0	cellular	thu	87	1	nonexistent	0
50	divorced	basic	0	0	cellular	thu	150	5	nonexistent	0
51	married	university.degree	0	0	telephone	wed	98	1	nonexistent	0
57	married	university.degree	1	0	cellular	wed	187	1	failure	0
33	divorced	university.degree	1	0	cellular	mon	76	2	nonexistent	0
35	married	university.degree	0	0	telephone	wed	41	3	nonexistent	0
37	single	high.school	0	0	cellular	thu	609	2	success	1
39	single	university.degree	1	0	cellular	wed	514	1	nonexistent	0
39	married	high.school	0	0	telephone	tue	919	2	nonexistent	0
20	single	high.school	0	0	cellular	wed	187	2	nonexistent	0
55	married	professional.course	1	0	telephone	fri	530	1	nonexistent	0
27	single	professional.course	0	0	telephone	thu	72	1	nonexistent	0
33	married	high.school	0	0	cellular	fri	595	2	nonexistent	0
24	married	basic	1	0	telephone	thu	226	1	nonexistent	0
39	married	university.degree	0	0	cellular	mon	168	1	nonexistent	0
55	married	basic	1	1	cellular	thu	142	3	nonexistent	0
35	married	basic	0	0	telephone	thu	108	2	nonexistent	0
55	divorced	basic	0	0	cellular	wed	526	4	failure	1
42	married	high.school	0	0	telephone	tue	83	1	nonexistent	0
50	divorced	university.degree	0	0	cellular	thu	59	4	nonexistent	0
39	married	university.degree	1	0	cellular	fri	53	1	nonexistent	0
40	single	high.school	0	0	cellular	wed	197	1	nonexistent	0
51	single	high.school	0	0	telephone	mon	329	3	nonexistent	0
54	married	high.school	0	0	cellular	mon	58	3	failure	0
42	married	university.degree	1	0	cellular	thu	109	5	nonexistent	0
33	divorced	professional.course	1	1	cellular	mon	679	1	nonexistent	0
26	single	basic	1	1	telephone	tue	68	6	nonexistent	0
27	married	university.degree	0	0	cellular	mon	54	1	nonexistent	0
30	single	high.school	1	0	cellular	thu	230	1	nonexistent	0
42	married	high.school	1	0	cellular	thu	77	3	nonexistent	0
29	single	university.degree	1	0	cellular	tue	139	2	nonexistent	0
35	single	basic	0	0	cellular	fri	102	5	nonexistent	0
33	married	high.school	1	0	cellular	tue	494	1	nonexistent	0
38	married	university.degree	1	0	cellular	tue	19	11	nonexistent	0
29	married	basic	0	1	telephone	wed	168	3	nonexistent	0
32	married	high.school	1	1	telephone	mon	24	1	failure	0
36	married	high.school	1	0	cellular	thu	234	1	nonexistent	0
51	married	university.degree	0	0	telephone	wed	16	17	nonexistent	0
34	married	basic	0	1	telephone	thu	23	1	nonexistent	0
50	married	university.degree	1	1	cellular	wed	1353	2	nonexistent	0
54	married	basic	0	0	cellular	thu	65	6	nonexistent	0
53	married	university.degree	0	0	cellular	thu	88	4	nonexistent	0
52	married	high.school	0	0	cellular	tue	57	1	nonexistent	0
71	married	high.school	0	0	cellular	mon	363	1	nonexistent	1
52	married	university.degree	1	1	telephone	mon	215	3	nonexistent	0
53	married	professional.course	0	0	telephone	tue	332	1	nonexistent	0
36	single	university.degree	1	0	cellular	thu	287	2	nonexistent	0
43	married	high.school	1	0	telephone	thu	67	1	nonexistent	0
31	single	professional.course	0	0	cellular	mon	122	2	nonexistent	0
58	single	university.degree	0	0	telephone	mon	1234	3	nonexistent	1
46	married	university.degree	0	0	cellular	thu	124	3	nonexistent	0
38	married	basic	0	0	cellular	thu	456	1	nonexistent	0
34	married	university.degree	0	0	cellular	wed	329	1	nonexistent	0
37	married	high.school	1	0	telephone	mon	58	3	nonexistent	0
40	single	university.degree	0	1	cellular	wed	54	4	nonexistent	0
42	divorced	high.school	0	0	telephone	tue	256	1	nonexistent	0
40	single	high.school	0	0	cellular	fri	85	1	nonexistent	0
27	married	high.school	1	0	telephone	fri	23	13	nonexistent	0
45	married	high.school	1	0	cellular	mon	79	1	failure	0
46	divorced	university.degree	1	1	cellular	wed	184	2	failure	0
47	married	university.degree	1	1	cellular	wed	129	3	failure	0
56	married	basic	0	0	cellular	wed	687	2	nonexistent	0
32	married	high.school	1	0	telephone	mon	314	1	nonexistent	0
58	married	high.school	0	0	cellular	fri	155	5	nonexistent	0
30	married	university.degree	1	0	cellular	thu	123	1	nonexistent	0
39	married	basic	0	1	cellular	thu	122	1	nonexistent	0
41	married	high.school	1	0	cellular	thu	255	2	nonexistent	0
32	married	university.degree	1	0	cellular	wed	428	4	nonexistent	0
32	married	high.school	0	0	telephone	tue	181	1	nonexistent	0
29	single	university.degree	1	1	telephone	mon	207	3	nonexistent	0
43	divorced	high.school	1	0	cellular	mon	488	2	nonexistent	0
41	divorced	basic	1	0	telephone	wed	189	3	nonexistent	0
30	married	university.degree	1	0	telephone	fri	355	2	nonexistent	0
35	single	high.school	1	0	cellular	tue	106	1	nonexistent	0
44	married	basic	1	0	telephone	thu	10	1	nonexistent	0
25	married	high.school	1	0	cellular	tue	94	4	nonexistent	0
47	married	basic	1	0	cellular	tue	118	1	nonexistent	0
32	married	professional.course	1	0	telephone	tue	486	1	nonexistent	1
26	single	high.school	0	0	cellular	tue	235	1	failure	0
35	single	university.degree	1	0	cellular	mon	167	2	nonexistent	0
34	married	basic	0	0	telephone	mon	206	1	nonexistent	0
57	divorced	university.degree	1	0	telephone	wed	236	1	nonexistent	0
38	single	basic	0	1	cellular	wed	42	1	failure	0
33	single	high.school	1	0	cellular	mon	61	2	failure	0
32	married	high.school	0	0	cellular	fri	219	2	nonexistent	0
47	married	basic	1	1	cellular	thu	114	1	nonexistent	0
34	single	basic	0	0	cellular	mon	204	2	nonexistent	0
36	single	high.school	1	0	cellular	fri	413	2	nonexistent	0
28	single	professional.course	1	0	cellular	mon	77	1	failure	0
72	divorced	university.degree	0	0	cellular	tue	270	1	nonexistent	0
27	single	basic	1	1	cellular	tue	88	6	nonexistent	0
43	divorced	high.school	1	1	cellular	thu	892	2	nonexistent	0
39	single	university.degree	1	0	cellular	fri	452	1	nonexistent	0
27	single	university.degree	0	0	cellular	tue	238	4	nonexistent	1
35	single	university.degree	1	0	cellular	tue	614	1	nonexistent	0
34	married	professional.course	0	0	cellular	mon	123	1	nonexistent	0
36	married	high.school	1	1	telephone	wed	57	2	nonexistent	0
39	married	high.school	0	0	cellular	fri	749	2	nonexistent	1
35	divorced	high.school	1	0	telephone	fri	176	4	nonexistent	0
56	married	basic	0	0	cellular	tue	130	3	nonexistent	0
31	single	university.degree	1	0	cellular	wed	1327	2	nonexistent	1
31	single	high.school	1	0	cellular	tue	28	1	nonexistent	0
45	single	university.degree	0	0	cellular	fri	27	3	nonexistent	0
42	divorced	basic	0	0	cellular	mon	111	3	nonexistent	0
39	married	university.degree	0	0	cellular	fri	272	1	nonexistent	0
45	married	basic	0	1	telephone	tue	65	2	nonexistent	0
50	married	high.school	1	0	cellular	mon	54	15	nonexistent	0
29	single	university.degree	0	0	telephone	tue	641	6	nonexistent	0
34	married	basic	1	0	telephone	wed	474	1	nonexistent	0
36	married	university.degree	0	0	cellular	mon	61	6	nonexistent	0
35	single	university.degree	0	0	telephone	mon	234	13	nonexistent	0
41	married	professional.course	0	0	telephone	mon	677	1	nonexistent	0
42	single	university.degree	1	0	telephone	fri	87	1	nonexistent	0
39	married	professional.course	1	0	cellular	mon	247	1	success	0
34	married	basic	0	1	telephone	mon	164	3	nonexistent	0
52	married	high.school	0	0	telephone	wed	643	2	nonexistent	0
47	divorced	university.degree	1	0	telephone	fri	2653	3	nonexistent	1
59	married	university.degree	0	0	cellular	thu	112	4	failure	0
37	married	high.school	0	1	cellular	fri	175	1	failure	0
33	married	university.degree	1	0	cellular	wed	85	4	nonexistent	0
35	married	basic	1	0	telephone	fri	288	2	nonexistent	0
33	married	high.school	1	0	telephone	wed	67	2	nonexistent	0
40	single	university.degree	1	1	cellular	fri	44	1	nonexistent	0
39	married	university.degree	0	0	telephone	fri	302	1	nonexistent	0
32	married	university.degree	1	0	cellular	mon	77	1	nonexistent	0
29	single	high.school	1	0	cellular	tue	130	6	nonexistent	0
32	single	high.school	0	0	cellular	thu	1143	1	nonexistent	1
35	divorced	university.degree	1	0	telephone	fri	221	2	nonexistent	0
36	married	university.degree	1	0	cellular	wed	570	2	nonexistent	1
38	married	basic	0	0	cellular	tue	239	1	nonexistent	0
32	married	university.degree	1	0	telephone	tue	66	7	nonexistent	0
32	single	university.degree	0	0	cellular	mon	200	1	nonexistent	0
34	single	high.school	1	0	cellular	tue	581	4	nonexistent	0
42	single	university.degree	1	1	telephone	wed	938	1	nonexistent	1
28	single	basic	0	0	cellular	tue	223	1	nonexistent	0
53	married	professional.course	0	0	telephone	fri	260	1	nonexistent	0
27	single	basic	0	0	telephone	mon	93	2	nonexistent	0
43	married	professional.course	1	1	cellular	fri	114	1	failure	0
51	married	professional.course	1	1	cellular	thu	901	1	nonexistent	1
35	single	basic	0	0	telephone	fri	81	2	nonexistent	0
42	married	university.degree	1	0	cellular	fri	168	1	nonexistent	0
36	single	professional.course	0	1	telephone	mon	114	2	nonexistent	0
35	divorced	basic	0	0	telephone	mon	138	4	nonexistent	0
38	married	basic	0	0	telephone	fri	31	1	nonexistent	0
45	married	basic	0	0	telephone	thu	272	2	nonexistent	0
24	single	basic	1	0	cellular	wed	590	3	nonexistent	0
30	married	university.degree	1	0	cellular	tue	231	1	nonexistent	0
31	divorced	basic	0	0	cellular	tue	152	2	nonexistent	0
30	married	university.degree	1	0	cellular	wed	217	2	nonexistent	0
68	married	university.degree	1	0	cellular	mon	546	2	failure	1
50	married	basic	0	0	cellular	tue	137	1	nonexistent	0
32	married	university.degree	1	0	cellular	thu	85	8	nonexistent	0
55	married	high.school	0	1	cellular	thu	371	1	nonexistent	0
31	married	high.school	1	1	telephone	wed	135	2	nonexistent	0
55	married	basic	0	1	cellular	wed	64	1	nonexistent	0
34	single	university.degree	1	0	cellular	mon	102	3	nonexistent	0
33	married	basic	0	0	cellular	fri	728	1	nonexistent	1
42	married	high.school	0	0	cellular	mon	312	2	nonexistent	0
56	married	university.degree	0	0	telephone	fri	55	9	nonexistent	0
46	married	basic	0	0	telephone	mon	245	1	nonexistent	0
42	single	high.school	0	0	cellular	fri	163	1	nonexistent	0
33	divorced	university.degree	1	0	cellular	thu	214	2	failure	0
53	married	professional.course	1	0	telephone	fri	264	1	nonexistent	0
43	married	basic	0	1	cellular	wed	206	5	nonexistent	0
52	married	basic	0	1	cellular	mon	161	2	nonexistent	0
49	single	university.degree	0	1	cellular	mon	334	3	nonexistent	0
41	married	university.degree	1	0	cellular	fri	47	13	nonexistent	0
26	single	basic	1	1	cellular	wed	215	3	nonexistent	0
39	divorced	basic	0	0	telephone	tue	304	2	nonexistent	0
33	married	basic	0	0	telephone	tue	164	7	nonexistent	0
36	single	basic	1	0	telephone	wed	125	2	failure	0
33	married	basic	0	1	telephone	tue	321	1	nonexistent	0
36	married	high.school	0	0	telephone	tue	49	2	nonexistent	0
61	divorced	university.degree	0	0	cellular	fri	102	2	failure	0
40	married	basic	0	0	telephone	tue	224	1	nonexistent	0
31	single	professional.course	0	0	telephone	fri	141	2	nonexistent	0
41	married	basic	1	0	telephone	mon	132	2	nonexistent	0
39	married	high.school	1	0	cellular	thu	22	8	failure	0
39	divorced	high.school	0	0	cellular	tue	121	17	nonexistent	0
38	married	university.degree	1	0	cellular	thu	328	2	nonexistent	0
47	married	high.school	0	1	cellular	fri	245	1	failure	0
24	single	high.school	1	0	telephone	mon	722	3	nonexistent	0
45	divorced	high.school	0	0	cellular	thu	323	1	nonexistent	0
51	married	basic	1	0	telephone	tue	142	2	nonexistent	0
53	married	professional.course	0	0	cellular	thu	217	2	success	0
24	single	professional.course	1	0	cellular	tue	211	1	nonexistent	0
24	married	high.school	0	0	cellular	thu	10	5	nonexistent	0
35	married	university.degree	1	0	cellular	wed	108	1	nonexistent	0
71	single	university.degree	1	0	cellular	tue	167	1	nonexistent	0
27	single	university.degree	1	1	cellular	wed	98	1	failure	0
32	married	high.school	0	0	cellular	mon	217	1	nonexistent	0
56	divorced	university.degree	0	1	cellular	thu	13	2	nonexistent	0
35	single	high.school	1	0	cellular	thu	66	1	failure	0
35	single	professional.course	1	1	cellular	thu	347	1	nonexistent	0
38	single	basic	1	0	telephone	thu	193	1	nonexistent	0
52	single	high.school	1	0	telephone	wed	43	1	nonexistent	0
27	single	university.degree	1	0	cellular	tue	72	1	nonexistent	0
40	married	professional.course	0	0	telephone	tue	26	1	nonexistent	0
38	married	high.school	1	0	cellular	wed	122	5	nonexistent	0
32	single	university.degree	0	0	cellular	thu	162	4	failure	0
35	married	high.school	0	0	cellular	tue	95	1	nonexistent	0
28	single	professional.course	1	0	cellular	wed	611	2	nonexistent	0
25	married	basic	0	0	cellular	thu	420	2	nonexistent	0
28	single	university.degree	0	0	cellular	wed	202	1	nonexistent	0
31	married	university.degree	0	0	cellular	thu	244	1	success	1
38	married	university.degree	0	0	cellular	wed	539	1	nonexistent	1
53	married	high.school	1	0	telephone	thu	75	1	nonexistent	0
32	divorced	professional.course	1	0	telephone	fri	76	17	nonexistent	0
73	married	professional.course	1	0	cellular	thu	135	2	nonexistent	0
34	single	high.school	1	0	telephone	wed	359	1	nonexistent	0
41	divorced	university.degree	1	0	cellular	fri	167	1	nonexistent	0
51	married	basic	0	1	telephone	tue	781	1	nonexistent	1
34	married	university.degree	0	0	cellular	tue	116	2	nonexistent	0
39	single	high.school	0	0	telephone	thu	109	4	nonexistent	0
34	married	professional.course	1	0	cellular	mon	93	1	nonexistent	0
37	divorced	basic	1	0	telephone	mon	226	2	nonexistent	0
40	married	high.school	1	0	telephone	fri	85	3	nonexistent	0
38	married	university.degree	1	0	telephone	thu	197	1	nonexistent	0
41	divorced	university.degree	1	0	cellular	wed	188	4	nonexistent	0
38	married	university.degree	1	0	cellular	thu	191	3	nonexistent	0
47	divorced	high.school	1	0	cellular	thu	303	3	nonexistent	0
23	single	basic	1	0	cellular	thu	523	2	nonexistent	0
30	single	basic	0	0	telephone	wed	83	11	nonexistent	0
49	married	university.degree	1	0	cellular	thu	91	1	nonexistent	0
51	married	basic	1	0	telephone	fri	343	1	nonexistent	0
36	single	professional.course	1	0	cellular	wed	225	2	failure	0
49	married	basic	0	0	cellular	mon	383	3	nonexistent	0
21	single	professional.course	0	0	telephone	wed	250	1	nonexistent	0
34	married	high.school	0	0	cellular	thu	284	2	nonexistent	0
45	married	basic	1	0	cellular	thu	367	2	nonexistent	1
54	married	basic	0	0	cellular	wed	193	1	success	1
34	married	high.school	0	0	cellular	wed	71	3	nonexistent	0
36	married	basic	0	0	cellular	mon	193	1	nonexistent	0
45	single	professional.course	0	0	telephone	tue	265	4	nonexistent	0
37	married	university.degree	0	0	telephone	wed	274	1	nonexistent	0
32	single	basic	1	0	cellular	thu	75	2	nonexistent	0
51	married	basic	0	0	cellular	tue	142	1	failure	0
35	married	basic	0	0	telephone	fri	418	3	nonexistent	0
36	single	university.degree	1	1	telephone	thu	18	8	nonexistent	0
32	divorced	basic	1	0	cellular	mon	118	3	nonexistent	0
34	married	high.school	0	0	telephone	tue	211	1	nonexistent	0
51	married	university.degree	1	0	cellular	wed	65	1	nonexistent	0
24	single	university.degree	0	0	cellular	thu	147	1	failure	0
37	married	high.school	1	0	cellular	mon	91	2	nonexistent	0
37	married	high.school	1	0	telephone	mon	90	4	nonexistent	0
56	married	basic	1	0	cellular	tue	147	3	nonexistent	0
27	single	high.school	1	0	telephone	fri	24	1	nonexistent	0
59	divorced	basic	1	0	telephone	fri	141	4	nonexistent	0
54	married	basic	0	1	cellular	thu	164	2	nonexistent	1
34	married	high.school	0	0	cellular	thu	144	3	failure	0
36	married	basic	1	0	telephone	mon	45	3	nonexistent	0
54	married	professional.course	1	1	telephone	mon	198	3	nonexistent	0
30	married	high.school	1	0	telephone	mon	434	4	nonexistent	0
37	married	university.degree	1	0	cellular	tue	263	2	nonexistent	0
46	married	professional.course	1	0	telephone	tue	34	4	nonexistent	0
50	married	basic	1	0	cellular	mon	113	2	nonexistent	0
78	married	basic	0	0	cellular	mon	1148	1	nonexistent	1
27	single	high.school	0	0	cellular	fri	423	3	nonexistent	1
55	married	university.degree	0	0	telephone	mon	349	1	nonexistent	0
51	married	basic	1	0	cellular	thu	259	1	nonexistent	0
41	married	professional.course	1	1	cellular	wed	204	2	nonexistent	0
54	married	high.school	0	0	cellular	tue	172	1	nonexistent	0
46	divorced	high.school	1	0	telephone	fri	3253	1	nonexistent	0
30	married	university.degree	0	0	cellular	mon	329	2	nonexistent	0
33	single	basic	1	0	telephone	tue	280	1	nonexistent	0
38	divorced	high.school	0	0	cellular	thu	503	1	nonexistent	0
36	married	high.school	0	0	telephone	mon	286	1	nonexistent	0
46	divorced	professional.course	1	0	cellular	thu	165	3	nonexistent	0
40	married	university.degree	1	0	telephone	fri	606	5	nonexistent	0
38	single	university.degree	0	0	telephone	fri	894	1	nonexistent	1
35	married	professional.course	1	0	telephone	tue	117	3	nonexistent	0
55	divorced	basic	0	0	telephone	wed	148	4	nonexistent	0
49	married	basic	0	0	telephone	tue	813	2	nonexistent	0
36	single	high.school	0	0	cellular	fri	140	1	nonexistent	0
42	married	university.degree	0	1	cellular	fri	81	7	nonexistent	0
40	single	university.degree	0	0	cellular	thu	309	2	nonexistent	0
53	married	professional.course	1	0	cellular	thu	178	2	nonexistent	0
42	married	high.school	0	0	telephone	wed	257	2	nonexistent	0
40	married	university.degree	1	0	telephone	mon	163	1	nonexistent	0
38	single	university.degree	1	0	telephone	mon	195	2	nonexistent	0
34	single	university.degree	1	0	cellular	thu	98	1	nonexistent	0
36	single	basic	1	0	telephone	fri	250	8	nonexistent	0
38	divorced	university.degree	0	0	cellular	mon	79	3	nonexistent	0
32	married	high.school	0	0	cellular	thu	187	1	nonexistent	0
32	married	basic	0	0	cellular	mon	891	4	nonexistent	1
49	married	university.degree	1	0	cellular	mon	334	1	nonexistent	0
35	married	high.school	0	0	cellular	fri	585	1	nonexistent	1
38	married	university.degree	0	0	cellular	tue	61	1	nonexistent	0
